date,session,number,bill,question,result,description,yeatotal,naytotal
2007-01-17,1,13,S. 1,On the Amendment S.Amdt. 65,Agreed to,Feingold Amdt. No. 65; To prohibit lobbyists and entities that retain or employ lobbyists from throwing lavish parties honoring Members at party conventions.,89,5
2007-01-17,1,14,S. 1,On the Amendment S.Amdt. 81,Agreed to,"Bennett Amdt. No. 81, As amended; To permit travel hosted by preapproved 501(c)(3) organizations.",51,46
2007-01-17,1,15,S. 1,On the Amendment S.Amdt. 4,Agreed to,"Reid Amdt No. 4, As Modified and Amended; To strengthen the gift and travel bans.",88,9
2007-01-17,1,16,S. 1,On the Cloture Motion S.Amdt. 3,Rejected,Motion to Invoke Cloture on the Reid Amdt No. 3 To S.1; In the nature of a substitute.,51,46
2007-01-18,1,17,S. 1,On the Amendment S.Amdt. 20,Agreed to,Bennett Amdt No. 20; To strike a provision relating to paid efforts to stimulate grassroots lobbying.,55,43
2007-01-18,1,18,S. 1,On the Amendment S.Amdt. 30,Rejected,Lieberman Amdt No. 30; To establish a Senate Office of Public Integrity.,27,71
2007-01-18,1,19,S. 1,On Passage of the Bill,Passed,S.1 As Amended; Honest Leadership and Open Government Act of 2007,96,2
2007-01-23,1,20,H.R. 2,On the Amendment S.Amdt. 103,Agreed to,Snowe Amdt. No. 103 As Modified; In the nature of a substitute.,99,0
2007-01-23,1,21,H.R. 2,On the Amendment S.Amdt. 106,Agreed to,Sessions Amdt. No. 106 As Modified; To express the sense of the Senate that increasing personal savings is a necessary step toward ensuring the economic security of all the people of the United States upon retirement.,98,0
2007-01-24,1,22,H.R. 2,On the Cloture Motion S.Amdt. 101,Rejected,Motion to Invoke Cloture on the Gregg Amdt. No. 101; To provide Congress a second look at wasteful spending by establishing enhance rescission authority under fast-track procedures.,49,48
2007-01-24,1,23,H.R. 2,On the Cloture Motion,Rejected,Motion to Invoke Cloture on H.R.2; Fair Minimum Wage Act of 2007,54,43
2007-01-24,1,24,H.R. 2,On the Amendment S.Amdt. 116,Rejected,Allard Amdt. No. 116; To afford States the rights and flexibility to determine minimum wage.,28,69
2007-01-25,1,25,H.R. 2,On the Motion S.Amdt. 158,Rejected,Motion to Waive Re: DeMint Amdt. No. 158; To increase the Federal minimum wage by an amount that is based on applicable State minimum wages.,18,76
2007-01-25,1,26,H.R. 2,On the Motion S.Amdt. 154,Rejected,"Motion to Waive CBA, Ensign Amdt. No. 154; To improve access to affordable health care.",47,48
2007-01-25,1,27,H.R. 2,On the Amendment S.Amdt. 207,Agreed to,"Baucus Amdt. No. 207; To express the sense of the Senate that Congress should repeal the 1993 tax increase on Social Security benefits and eliminate wasteful spending, such as spending on unnecessary tax loopholes, in order to fully offset the cost of such repeal and avoid forcing taxpayers to pay substantially more interest to foreign creditors.",93,0
2007-01-25,1,28,H.R. 2,On the Motion S.Amdt. 119,Rejected,"Motion to Waive CBA, Bunning Amdt. No. 119; To amend the Internal Revenue Code of 1986 to repeal the 1993 income tax increase on Social Security benefits.",42,51
2007-01-25,1,29,H.R. 2,On the Amendment S.Amdt. 206,Agreed to,"Baucus Amdt. No. 206; To express the sense of the Senate that Congress should make permanent the tax incentives to make education more affordable and more accessible for American families and eliminate wasteful spending, such as spending on unnecessary tax loopholes, in order to fully offset the cost of such incentives and avoid forcing taxpayers to pay substantially more interest to foreign creditors.",90,0
2007-01-25,1,30,H.R. 2,On the Motion S.Amdt. 113,Rejected,"Motion to Waive CBA, Smith Amdt. No. 113, As Amended; To make permanent certain education-related tax incentives.",43,50
2007-01-25,1,31,H.R. 2,On the Amendment S.Amdt. 148,Agreed to,Sessions Amdt. No. 148; To prohibit employers who unlawfully employ aliens from receiving government contracts.,94,0
2007-01-25,1,32,H.R. 2,On the Motion to Table S.Amdt. 205,Agreed to,"Motion to Table, Kyl Amdt. No. 205; To extend through December 31, 2008, the depreciation treatment of leasehold, restaurant, and retail space improvements, and for other purposes.",50,42
2007-01-26,1,33,PN178,On the Nomination,Confirmed,"Confirmation Lt. Gen. David H. Petraeus, U.S. Army, to be General",81,0
2007-01-30,1,34,H.R. 2,On the Motion S.Amdt. 100,Agreed to,Motion to Invoke Cloture on the Baucus Amdt. No. 100; In the nature of a substitute.,87,10
2007-01-30,1,35,PN31,On the Nomination,Confirmed,"Confirmation Lisa Godbey Wood, of Georgia, to be U.S. District Judge",97,0
2007-01-30,1,36,PN17,On the Nomination,Confirmed,"Confirmation Philip S. Gutierrez, of California, to be U.S. District Judge",97,0
2007-01-31,1,37,H.R. 2,On the Motion to Table S.Amdt. 209,Agreed to,"Motion to Table Kyl Amdt. No. 209; To extend through December 31, 2012, the increased expensing for small businesses.",49,48
2007-01-31,1,38,H.R. 2,On the Motion S.Amdt. 115,Rejected,"Motion to Waive C.B.A. Re: Kyl Amdt. No. 115; To extend through December 31, 2008, the depreciation treatment of leasehold, restaurant, and retail space improvements.",46,50
2007-01-31,1,39,H.R. 2,On the Motion,Agreed to,"Motion to Invoke Cloture on H.R.2, As Amended; Fair Minimum Wage Act of 2007",88,8
2007-02-01,1,40,PN24,On the Nomination,Confirmed,"Confirmation Lawrence Joseph O' Neill, of California, to be U.S. District Judge",97,0
2007-02-01,1,41,PN16,On the Nomination,Confirmed,"Confirmation Gregory Kent Frizzell, of Oklahoma, to be U.S. District Judge",99,0
2007-02-01,1,42,H.R. 2,On Passage of the Bill,Passed,"H.R.2, As Amended; Fair Minimum Wage Act of 2007",94,3
2007-02-01,1,43,S.Con.Res. 2,On the Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to S.Con.Res.2; A concurrent resolution expressing the bipartisan resolution on Iraq.,0,97
2007-02-05,1,44,S. 470,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to S. 470; A bill to express the sense of Congress on Iraq.,49,47
2007-02-08,1,45,PN177,On the Nomination,Confirmed,"Confirmation Gen. George W. Casey to be Chief of Staff, U.S. Army",83,14
2007-02-13,1,46,H.J.Res. 20,On the Motion,Agreed to,"Motion to Invoke Cloture on H.J.Res. 20; Revised Continuing Appropriations Resolution, 2007",71,26
2007-02-14,1,47,PN15,On the Nomination,Confirmed,"Confirmation Nora Barry Fischer, of Pennsylvania, to be U.S. District Judge",96,0
2007-02-14,1,48,H.J.Res. 20,On the Joint Resolution,Agreed to,"H.J.Res. 20; Revised Continuing Appropriations Resolution, 2007",81,15
2007-02-15,1,49,PN183,On the Nomination,Confirmed,"Confirmation Norman Randy Smith, of Idaho, to be U.S. Circuit Judge for the Ninth Circuit",94,0
2007-02-15,1,50,PN18,On the Nomination,Confirmed,"Confirmation Marcia Morales Howard, of Florida, to be U.S. District Judge",93,0
2007-02-17,1,51,S. 574,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to S.574; A bill to express the sense of Congress on Iraq.,56,34
2007-02-17,1,52,H.Con.Res. 67,On Passage of the Bill,Passed,H.Con.Res. 67; A concurrent resolution providing for a conditional adjournment of the House of Representatives and a conditional recess or adjournment of the Senate.,47,33
2007-02-27,1,53,S. 4,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to S. 4; ADVANCE Democracy Act of 2007,97,0
2007-02-28,1,54,S. 4,On the Amendment S.Amdt. 285,Agreed to,Inouye Amdt. No. 285; To specify the criminal offenses that disqualify an applicant from the receipt of a transportation security card.,58,37
2007-02-28,1,55,S. 4,On the Amendment S.Amdt. 279,Agreed to,DeMint Amdt. No. 279 As Modified; To specify the criminal offenses that disqualify an applicant from the receipt of a transportation security card.,94,2
2007-03-01,1,56,S. 4,On the Motion to Table S.Amdt. 298,Agreed to,Motion to Table Schumer Amdt. No. 298; To strengthen the security of cargo containers.,58,38
2007-03-02,1,57,S. 4,On the Amendment S.Amdt. 292,Agreed to,"Sununu Amdt. No. 292; To expand the reporting requirement on cross border interoperability, and to prevent lengthy delays in the accessing frequencies and channels for public safety communication users and others.",82,0
2007-03-02,1,58,S. 4,On the Amendment S.Amdt. 280,Agreed to,Salazar Amdt. No. 280; To create a Rural Policing Institute as part of the Federal Law Enforcement Training Center.,82,1
2007-03-05,1,59,PN104,On the Nomination,Confirmed,"Confirmation Carl J. Artman, of Colorado, to be Assistant Secretary of the Interior",87,1
2007-03-06,1,60,S. 4,On the Motion to Table S.Amdt. 314,Agreed to,Motion to Table DeMint Amdt. No. 314; To strike the provision that revises the personnel management practices of the Transportation Security Administration.,51,46
2007-03-06,1,61,S. 4,On the Motion to Table S.Amdt. 335,Agreed to,"Motion to Table Feinstein Amdt. No. 335; To improve the allocation of grants through the Department of Homeland Security, and for other purposes.",56,43
2007-03-06,1,62,S. 4,On the Motion to Table S.Amdt. 338,Agreed to,Motion to Table Obama Amdt. No. 338; To require consideration of high-risk qualifying criteria in allocating funds under the State Homeland Security Grant Program.,58,41
2007-03-06,1,63,S. 4,On the Amendment S.Amdt. 333,Rejected,Leahy Amdt. No. 333; To increase the minimum allocation for States under the State Homeland Security Grant Program.,49,50
2007-03-07,1,64,S. 4,On the Amendment S.Amdt. 316,Agreed to,McCaskill Amdt. No. 316 As Modified; To provide appeal rights and employee engagement mechanisms for passenger and property screeners.,51,48
2007-03-07,1,65,S. 4,On the Amendment S.Amdt. 342,Rejected,"Collins Amdt. No. 342; To provide certain employment rights and an employee engagement mechanism for passenger and property screeners, and for other purposes.",47,52
2007-03-07,1,66,S. 4,On the Motion to Table S.Amdt. 345,Agreed to,"Motion to Table Coburn Amdt. No. 345; To authorize funding for the Emergency Communications and Interoperability Grants program, to require the Secretary to examine the possibility of allowing commercial entities to develop public safety communications networks, and for other purposes.",71,25
2007-03-08,1,67,PN19,On the Nomination,Confirmed,"John Alfred Jarvey, of Iowa, to be U.S. District Judge for the Southern District of Iowa",95,0
2007-03-09,1,68,S. 4,On the Cloture Motion S.Amdt. 312,Rejected,"Motion to Invoke Cloture on Cornyn Amdt. No. 312, As Modified; To prohibit the recruitment of persons to participate in terrorism, to clarify that the revocation of an alien's visa or other documentation is not subject to judicial review, to strengthen the Federal Government's ability to detain dangerous criminal aliens, including murderers, rapists, and child molesters, until they can be removed from the United States, to prohibit the rewarding of suicide bombings and allow adequate punishments for terrorists murders, kidnappings, and sexual assaults, and for other purposes.",46,49
2007-03-09,1,69,S. 4,On the Cloture Motion S.Amdt. 275,Agreed to,"Motion to Invoke Cloture on Reid Amdt. No. 275, As Amended; In the nature of a substitute.",69,26
2007-03-13,1,70,S. 4,On the Motion to Table S.Amdt. 294,Agreed to,"Motion to Table Coburn Amdt. No. 294; To provide that the provisions of the Act shall cease to have any force or effect on and after December, 31, 2012, to ensure congressional review and oversight of the Act.",60,38
2007-03-13,1,71,S. 4,On the Motion to Table S.Amdt. 325,Agreed to,Motion to Table Coburn Amdt. No. 325; To ensure the fiscal integrity of grants awarded by the Department of Homeland Security.,66,31
2007-03-13,1,72,S. 4,On the Motion to Table S.Amdt. 383,Agreed to,"Motion to Table Biden Amdt. No. 383; To require the Secretary of Homeland Security to develop regulations regarding the transportation of high hazard materials, and for other purposes.",73,25
2007-03-13,1,73,S. 4,On Passage of the Bill,Passed,S. 4 As Amended; ADVANCE Democracy Act of 2007,60,38
2007-03-14,1,74,S.J.Res. 9,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider S. J. Res. 9; United States Policy in Iraq Resolution of 2007,89,9
2007-03-15,1,75,S.J.Res. 9,On the Joint Resolution,Rejected,S. J. Res. 9; United States Policy in Iraq Resolution of 2007,48,50
2007-03-15,1,76,S.Res. 107,On the Resolution,Agreed to,S. Res. 107; A resolution expressing the sense of the Senate that no action should be taken to undermine the safety of the Armed Forces of the United States or impact their ability to complete their assigned or future missions.,96,2
2007-03-15,1,77,S.Con.Res. 20,On the Concurrent Resolution,Agreed to,S. Con. Res. 20; A concurrent resolution expressing the sense of Congress that no funds should be cut off or reduced for American Troops in the field which would result in undermining their safety or their ability to complete their assigned mission.,82,16
2007-03-15,1,78,PN8,On the Nomination,Confirmed,"Confirmation Thomas M. Hardiman, of Pennsylvania, to be U.S. Circuit Judge",95,0
2007-03-20,1,79,S. 214,On the Amendment S.Amdt. 459,Rejected,"Kyl Amdt. No. 459; To ensure that United States attorneys are promptly nominated by the President, and are appointed by and with the advice and consent of the Senate.",40,56
2007-03-20,1,80,S. 214,On the Amendment S.Amdt. 460,Rejected,Sessions Amdt. No. 460; To require appropriate qualifications for interim United States attorneys.,47,50
2007-03-20,1,81,S. 214,On Passage of the Bill,Passed,S.214 as Amended; Preserving United States Attorney Independence Act of 2007,94,2
2007-03-21,1,82,S.Con.Res. 21,On the Amendment S.Amdt. 492,Agreed to,Baucus Amdt. No. 492; To provide tax relief to middle class families and small businesses and to expand health insurance coverage for children.,97,1
2007-03-21,1,83,S.Con.Res. 21,On the Amendment S.Amdt. 507,Rejected,"Kyl Amdt. No. 507; To protect families, family farms and small businesses by raising the death tax exemption to $5 million and reducing the maximum death tax rate to no more than 35%, to extend college tuition deduction, to extend the student loan interest deduction, to extend the teacher classroom deduction, to protect senior citizens from higher taxes on their retirement income, to maintain U.S. financial market competitiveness, and to promote economic growth by extending the lower tax rates on dividends and capital gains.",47,51
2007-03-21,1,84,S.Con.Res. 21,On the Amendment S.Amdt. 477,Agreed to,"Cornyn Amdt. No. 477; To provide for a budget point of order against legislation that increases income taxes on taxpayers, including hard-working middle-income families, entrepreneurs, and college students.",63,35
2007-03-21,1,85,S.Con.Res. 21,On the Amendment S.Amdt. 466,Rejected,Sessions Amdt. 466 as Modified; To exclude the extension of tax relief provided in 2001 and 2003 from points of order provided in the resolution and other budget points of order.,46,52
2007-03-21,1,86,S.Con.Res. 21,On the Amendment S.Amdt. 476,Rejected,"Ensign Amdt. No. 476; To ensure that our troops serving in harms way remain Americas top budget priority by ensuring full funding for the Department of Defense within the regular appropriations process, reducing reliance on supplemental appropriations bills, and by improving the integrity of the Congressional budget process.",47,51
2007-03-21,1,87,S.Con.Res. 21,On the Amendment S.Amdt. 483,Agreed to,Bunning Amdt. No. 483; To provide a point of order against any budget resolution that fails to achieve an on-budget balance within 5 years.,98,0
2007-03-21,1,88,S.Con.Res. 21,On the Amendment S.Amdt. 486,Agreed to,Bingaman Amdt. No. 486; To provide additional funding resources in FY2008 for investments in innovation and education in order to improve the competitiveness of the United States.,97,1
2007-03-22,1,89,S.Con.Res. 21,On the Amendment S.Amdt. 489,Rejected,DeMint Amdt. No. 489; To establish a reserve fund for Social Security.,45,52
2007-03-22,1,90,S.Con.Res. 21,On the Amendment S.Amdt. 491,Rejected,Allard Amdt. No. 491; To pay down the Federal debt and eliminate government waste by reducing spending on programs rated ineffective by the Program Assessment Rating Tool.,33,64
2007-03-22,1,91,S.Con.Res. 21,On the Amendment S.Amdt. 511,Rejected,Cornyn Amdt. No. 511; To provide a deficit-neutral reserve fund for the reauthorization of the State Children's Health Insurance Program (SCHIP) that will cover kids first.,38,59
2007-03-22,1,92,S.Con.Res. 21,On the Amendment S.Amdt. 525,Rejected,"Cornyn Amdt. No. 525 as Modified; To provide reconciliation instructions of $33.8 billion to make provider payments more accurate, to improve Medicare Part B income relation provisions, expand those provisions to Medicare Part D and reduce the deficit.",23,74
2007-03-22,1,93,S.Con.Res. 21,On the Amendment S.Amdt. 472,Rejected,Ensign Amdt. No. 472; To require wealthy Medicare beneficiaries to pay a greater share of their Medicare Part D premiums.,44,52
2007-03-22,1,94,S.Con.Res. 21,On the Amendment S.Amdt. 545,Rejected,Sanders Amdt. No. 545 as Modified; To restore the top marginal tax rate to pre-2001 levels on taxable income in excess of $1 million and use the increased revenue to increase funding for the Individuals with Disabilities Act.,38,58
2007-03-22,1,95,S.Con.Res. 21,On the Amendment S.Amdt. 497,Rejected,Enzi Amendment No. 497; To establish a 60-vote point of order for legislation that creates unfunded mandates on small business concerns.,47,49
2007-03-22,1,96,S.Con.Res. 21,On the Amendment S.Amdt. 498,Rejected,Thomas Amdt. No. 498; To strike the reserve funds.,29,67
2007-03-22,1,97,S.Con.Res. 21,On the Amendment S.Amdt. 598,Agreed to,Conrad Amdt. No. 598; To create a deficit-neutral reserve fund for extending certain energy tax incentives.,54,42
2007-03-22,1,98,S.Con.Res. 21,On the Amendment S.Amdt. 577,Rejected,"Coleman Amdt. No. 577; To provide budget levels to extend through 2012 the production tax credit for electricity produced from renewable resources, the Clean Renewable Energy Bonds, and energy tax provisions for energy efficient buildings and power plants.",42,53
2007-03-23,1,99,S.Con.Res. 21,On the Amendment S.Amdt. 513,Rejected,DeMint Amdt. No. 513; To provide for true deficit reduction in appropriation bills.,38,61
2007-03-23,1,100,S.Con.Res. 21,On the Amendment S.Amdt. 473,Rejected,Sessions Amdt. No. 473; To save families from the Alternative Minimum Tax (AMT) first by permitting a deduction for personal exemptions for purposes of computing the AMT.,46,53
2007-03-23,1,101,S.Con.Res. 21,On the Amendment S.Amdt. 626,Rejected,"Nelson (NE) Amdt. No. 626; To reform the estate tax to avoid subjecting thousands of families, family businesses, and family farms and ranches to the estate tax, and to promote continued economic growth and job creation.",25,74
2007-03-23,1,102,S.Con.Res. 21,On the Amendment S.Amdt. 583,Rejected,"Kyl Amdt. No. 583; To reform the death tax by setting the exemption at $5 million per estate, indexed for inflation, and the top death tax rate at no more than 35% beginning in 2010; to avoid subjecting an estimated 119,200 families, family businesses, and family farms to the death tax each and every year; to promote continued economic growth and job creation; and to make the enhanced teacher deduction permanent.",48,51
2007-03-23,1,103,S.Con.Res. 21,On the Amendment S.Amdt. 508,Rejected,"Hatch Amdt. No. 508; To establish a reserve fund for protecting coverage choices, additional benefits, and lower cost-sharing for Medicare beneficiaries.",49,50
2007-03-23,1,104,S.Con.Res. 21,On the Motion S.Amdt. 521,Rejected,"Motion to Waive CBA Re: Allard Amendment No. 521; To improve the economy, efficiency, and effectiveness of Federal programs and reduce the Federal debt by eliminating waste, fraud, and abuse.",39,60
2007-03-23,1,105,S.Con.Res. 21,On the Amendment S.Amdt. 510,Agreed to,"Smith Amdt. No. 510 as Modified; To provide for the consideration of an increase in the tobacco products user fee rate, but only to the extent that such rate increase does not result in an increase of more than 61 cents per pack of cigarettes, with all revenue generated by such increase dedicated to the reauthorization and expansion of the State Children's Health Insurance Program.",59,40
2007-03-23,1,106,S.Con.Res. 21,On the Amendment S.Amdt. 515,Rejected,Thomas Amendment No. 515; To prevent the adding of extraneous earmarks to an emergency war supplemental.,39,59
2007-03-23,1,107,S.Con.Res. 21,On the Amendment S.Amdt. 478,Rejected,"Graham Amdt. No. 478; To extend the 35, 33, 28, and 25 percent income tax rate structure and protect nearly 28,000,000 families and individuals, including small business owners, from having their tax rates increase to 39.6, 36, 31, or 28 percent.",46,52
2007-03-23,1,108,S.Con.Res. 21,On the Amendment S.Amdt. 471,Rejected,"Grassley Amdt. No. 471; To amend the budget resolution for fiscal year 2008 in order to accommodate the full repeal of the Alternative Minimum Tax preventing 23 million families and individuals from being subject to the AMT in 2007, and millions of families and individuals in subsequent years.",44,53
2007-03-23,1,109,S.Con.Res. 21,On the Amendment S.Amdt. 578,Rejected,DeMint Amdt. No. 578; To repeal the death tax.,44,55
2007-03-23,1,110,S.Con.Res. 21,On the Amendment S.Amdt. 529,Agreed to,Biden Amdt. No. 529; To increase funding for the COPS Program to $1.15 billion for FY 2008 to provide state and local law enforcement with critical resources necessary to prevent and respond to violent crime and acts of terrorism and is offset by an unallocated reduction to non-defense discretionary spending and/or reduction to administrative expenses.,65,33
2007-03-23,1,111,S.Con.Res. 21,On the Amendment S.Amdt. 594,Rejected,Bunning Amdt. No. 594 as Modified; To provide a deficit-neutral reserve fund for protecting State flexibility in Medicaid.,44,55
2007-03-23,1,112,S.Con.Res. 21,On the Amendment S.Amdt. 536,Rejected,Chambliss Amendment No. 536; To provide a deficit-neutral reserve fund for the reauthorization of the State Children's Health Insurance Program (SCHIP) that eliminates enhanced Federal matching payments for coverage of nonpregnant adults and permits States to offer supplemental dental and mental health benefits for children enrolled in SCHIP.,44,55
2007-03-23,1,113,S.Con.Res. 21,On the Amendment S.Amdt. 606,Rejected,Lott Amdt. No. 606; To repeal section 13203 of the Omnibus Budget Reconciliation Act of 1993 by restoring the Alternative Minimum Tax rates that had been in effect prior thereto.,49,50
2007-03-23,1,114,S.Con.Res. 21,On the Resolution,Agreed to,S. Con. Res. 21 as Amended; An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2008 and including the appropriate budgetary levels for fiscal years 2007 and 2009 through 2012.,52,47
2007-03-27,1,115,PN33,On the Nomination,Confirmed,"Confirmation George H. Wu, of California, to be U.S. District Judge",95,0
2007-03-27,1,116,H.R. 1591,On the Amendment S.Amdt. 643,Rejected,"Cochran Amd. No. 643; To strike language that would tie the hands of the Commander-in-Chief by imposing an arbitrary timetable for the withdrawal of U.S. forces from Iraq, thereby undermining the position of American Armed Forces and jeopardizing the successful conclusion of Operation Iraqi Freedom.",48,50
2007-03-28,1,117,H.R. 1591,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on H.R. 1591; U.S. Troop Readiness, Veterans' Care, Katrina Recovery, and Iraq Accountability Appropriations Act, 2007",97,0
2007-03-28,1,118,H.R. 1591,On the Amendment S.Amdt. 709,Agreed to,Wyden Amdt. No. 709; To reauthorize the secure rural schools and community self-determination program and to provide funding for the payments in lieu of taxes program.,74,23
2007-03-28,1,119,H.R. 1591,On the Amendment S.Amdt. 716,Rejected,"Burr Amdt. No. 716, As Modified; To reauthorize the secure rural schools and community self-determination program and to provide funding for the payments in lieu of taxes program.",8,89
2007-03-28,1,120,H.R. 1591,On the Amendment S.Amdt. 657,Rejected,Coburn Amdt. No. 657; To provide farm assistance in a fiscally responsible manner.,23,74
2007-03-28,1,121,H.R. 1591,On the Amendment S.Amdt. 648,Rejected,Coburn Amdt. No. 648; To remove $100 million in funding for the Republican and Democrat party conventions in 2008.,45,51
2007-03-29,1,122,H.R. 1591,On the Amendment S.Amdt. 752,Agreed to,"Ensign Amdt. No. 752, As Modified; To provide additional funding for certain programs under the Adam Walsh Child Safety and Protection Act of 2006, by increasing funding for the United States Marshals Service to track down convicted sex offenders who have failed to register as a sex offender as required by law and by increasing funding for United States attorneys to prosecute child exploitation and child pornography cases as part of Project Safe Childhood.",93,0
2007-03-29,1,123,H.R. 1591,On the Amendment S.Amdt. 704,Agreed to,DeMint Amdt. No. 704; To prohibit the use of funds to make payments to certain spinach growers and first handlers.,97,0
2007-03-29,1,124,H.R. 1591,On the Amendment S.Amdt. 739,Agreed to,"Biden Amdt. No. 739; To appropriate an additional $1,500,000,000 for Procurement, Marine Corps, to accelerate the procurement of an additional 2,500 Mine Resistant Ambush Protected vehicles for the Armed Forces.",98,0
2007-03-29,1,125,H.R. 1591,Whether the Amendment is Germane S.Amdt. 641,Held Germane,Is Section 431 of the Senate Language to H.R. 1591 Germane?; In the nature of a substitute.,57,41
2007-03-29,1,126,H.R. 1591,On Passage of the Bill,Passed,"H.R. 1591, As Amended; U.S. Troop Readiness, Veterans' Care, Katrina Recovery, and Iraq Accountability Appropriations Act, 2007",51,47
2007-04-11,1,127,S. 5,On Passage of the Bill,Passed,S. 5; Stem Cell Research Enhancement Act of 2007,63,34
2007-04-11,1,128,S. 30,On Passage of the Bill,Passed,S. 30; HOPE Act,70,28
2007-04-12,1,129,S. 372,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider S.372; Intelligence Authorization Act for Fiscal Year 2007,94,3
2007-04-16,1,130,S. 372,On the Cloture Motion,Rejected,Motion to Invoke Cloture on S. 372; Intelligence Authorization Act for Fiscal Year 2007,41,40
2007-04-17,1,131,S. 372,On the Cloture Motion,Rejected,"Upon Reconsideration, Motion to Invoke Cloture on S. 372; Intelligence Authorization Act for Fiscal Year 2007",50,45
2007-04-18,1,132,S. 3,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to the Consideration of S. 3; Medicare Prescription Drug Price Negotiation Act of 2007,55,42
2007-04-18,1,133,S. 378,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to the Consideration of S. 378; Court Security Improvement Act of 2007,93,3
2007-04-18,1,134,S. 378,On the Motion to Table S.Amdt. 891,Agreed to,Motion to Table Coburn Amdt. No. 891; To express the sense of the Senate that Congress should offset the cost of new spending.,59,38
2007-04-19,1,135,S. 378,On Passage of the Bill,Passed,"Final Passage S. 378, As Amended; Court Security Improvement Act of 2007",97,0
2007-04-24,1,136,PN26,On the Nomination,Confirmed,"Confirmation Halil Suleyman Ozerden, of Mississippi, to be U.S. District Judge",95,0
2007-04-24,1,137,S. 761,On the Amendment S.Amdt. 929,Agreed to,DeMint Amdt. No. 929; To require the study on barriers to innovation to include an examination of the impact of the Internal Revenue Code of 1986 on innovation.,96,0
2007-04-24,1,138,S. 761,On the Amendment S.Amdt. 947,Agreed to,"Dodd Amdt. No. 947, As Modified; To express the sense of the Senate with respect to small business growth and capital markets.",97,0
2007-04-24,1,139,S. 761,On the Motion to Table S.Amdt. 928,Agreed to,"Motion to Table DeMint Amdt. No. 928; To amend the Sarbanes-Oxley Act of 2002, with respect to smaller public company options regarding internal controls.",62,35
2007-04-24,1,140,S. 761,On the Motion to Table S.Amdt. 917,Agreed to,Motion to Table Coburn Amdt. No. 917; To express the sense of the Senate that Congress has a moral obligation to offset the cost of new Government programs and initiatives.,54,43
2007-04-25,1,141,S. 761,On the Amendment S.Amdt. 938,Rejected,Sununu Amdt. No. 938; To strike the provisions regarding strengthening the education and human resources directorate of the National Science Foundation.,24,74
2007-04-25,1,142,S. 761,On the Amendment S.Amdt. 930,Rejected,DeMint Amdt. No. 930; To prohibit congressional earmarks of funds appropriated pursuant to authorizations in the bill.,22,71
