date,session,number,bill,question,result,description,yeatotal,naytotal
2007-01-18,1st,36,H RES 66,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 6, Creating Long-Term Energy Alternatives for the Nation Act",230,194
2007-01-18,1st,37,H R 6,On consideration of the bill,Passed,Creating Long-Term Energy Alternatives for the Nation Act,228,193
2007-01-18,1st,38,H R 6,On Motion to Recommit with Instructions,Failed,Creating Long-Term Energy Alternatives for the Nation Act,194,232
2007-01-18,1st,39,H R 6,Table Appeal of the Ruling of the Chair,Passed,Creating Long-Term Energy Alternatives for the Nation Act,230,195
2007-01-18,1st,40,H R 6,On Passage,Passed,Creating Long-Term Energy Alternatives for the Nation Act,264,163
2007-01-18,1st,41,H RES 62,On Motion to Suspend the Rules and Agree,Passed,Congratulating the Grand Valley State University Lakers for winning the 2006 NCAA Division II Football National Championship,422,0
2007-01-19,1st,42,H R 475,On Passage,Passed,House Page Board Revision Act,416,0
2007-01-22,1st,43,H R 476,Table the appeal of the ruling of the Chair,Passed,"To make noncreditable for Federal retirement purposes any Member service performed by an individual who is convicted of any certain offenses committed by that individual while serving as a Member of Congress, and for other purposes",223,190
2007-01-22,1st,44,H RES 52,On Motion to Suspend the Rules and Agree,Passed,Paying tribute to Reverend Waitstill Sharp and Martha Sharp for their recognition by the Yad Vashem Holocaust Martyrs’ and Heroes’ Remembrance Authority as Righteous Among the Nations for their heroic efforts to save Jews during the Holocaust,413,0
2007-01-22,1st,45,H R 390,On Motion to Suspend the Rules and Pass,Passed,"Preservation of Records of Servitude, Emancipation, and Post Civil War Reconstruction Act",414,1
2007-01-22,1st,46,H RES 29,On Motion to Suspend the Rules and Agree,Passed,Supporting the goals and ideals of National Mentoring Month 2007,410,0
2007-01-23,1st,47,H R 599,On Motion to Suspend the Rules and Pass,Passed,To direct the Secretary of Homeland Security to streamline the SAFETY Act and anti-terrorism technology procurement processes.,427,0
2007-01-23,1st,48,H RES 51,On Motion to Suspend the Rules and Agree,Passed,Honoring the contributions of Catholic schools,428,0
2007-01-23,1st,49,H R 476,"On Motion to Suspend the Rules and Pass, as Amended",Passed,"To make noncreditable for Federal retirement purposes any Member service performed by an individual who is convicted of any certain offenses committed by that individual while serving as a Member of Congress, and for other purposes",431,0
2007-01-23,1st,50,H RES 57,On Motion to Suspend the Rules and Agree,Passed,Congratulating Illinois State University as it celebrates its sesquicentennial,423,0
2007-01-24,1st,51,H RES 86,On Ordering the Previous Question,Passed,"Providing for consideration of H. Res. 78, amending the rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the State of the Union.",229,191
2007-01-24,1st,52,H RES 86,Table Motion to Reconsider,Passed,"Providing for consideration of H. Res. 78, amending the rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the State of the Union.",229,189
2007-01-24,1st,53,H RES 86,On Agreeing to the Resolution,Passed,"Providing for consideration of H. Res. 78, amending the rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the State of the Union.",228,188
2007-01-24,1st,54,H RES 93,On motion to table,Passed,A resolution raising a question of the privileges of the House,223,189
2007-01-24,1st,55,ADJOURN,On Motion to Adjourn,Failed,,185,226
2007-01-24,1st,56,H RES 78,On consideration of the resolution,Passed,Amending the Rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the state of the Union.,224,186
2007-01-24,1st,57,H RES 78,On Agreeing to the Resolution,Passed,Amending the Rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the state of the Union.,226,191
2007-01-29,1st,58,H R 521,On Motion to Suspend the Rules and Pass,Passed,"To designate the facility of the United States Postal Service located at 2633 11th Street in Rock Island, Illinois, as the Lane Evans Post Office Building",405,3
2007-01-29,1st,59,H R 49,On Motion to Suspend the Rules and Pass,Passed,"To designate the facility of the United States Postal Service located at 1300 North Frontage Road West in Vail, Colorado, as the Gerald R. Ford, Jr. Post Office Building",409,0
2007-01-29,1st,60,H RES 82,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Commending the University of Louisville Cardinals football team for their victory in the 2007 Orange Bowl,408,1
2007-01-30,1st,61,H RES 90,On Motion to Suspend the Rules and Agree,Passed,Congratulating Lovie Smith and Tony Dungy,425,0
2007-01-30,1st,62,H RES 24,"On Motion to Suspend the Rules and Agree, as Amended",Passed,The House Democracy Assistance Commission for the One Hundred Tenth Congress,426,0
2007-01-30,1st,63,H CON RES 20,"On motion to suspend the rules and agree, as amended",Passed,"Calling on the United Kingdom to establish a full, independent , and public judicial inquiry into the murder of Northern Ireland defense attorney Patrick Finucane",364,34
2007-01-31,1st,64,H RES 59,On Motion to Suspend the Rules and Agree,Passed,Supporting the goals and ideas of National Engineers Week,417,0
2007-01-31,1st,65,H CON RES 34,On Motion to Suspend the Rules and Agree,Passed,Honoring the life of Percy Lavon Julian.,418,0
2007-01-31,1st,66,H RES 116,On Ordering the Previous Question,Passed,"Providing for the consideration of H.J. Res. 20, Further Continuing Appropriations for FY 2007",227,192
2007-01-31,1st,67,H RES 116,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.J. Res. 20, Further Continuing Appropriations for FY 2007",225,191
2007-01-31,1st,68,H J RES 20,On consideration of the joint resolution,Passed,Further Continuing Appropriations for FY 2007,222,179
2007-01-31,1st,69,H J RES 20,Table Motion to Reconsider,Passed,Further Continuing Appropriations for FY 2007,226,180
2007-01-31,1st,70,H J RES 20,Table Appeal of the Ruling of the Chair,Passed,Further Continuing Appropriations for FY 2007,226,184
2007-01-31,1st,71,H J RES 20,On Motion to Recommit with Instructions,Failed,Further Continuing Appropriations for FY 2007,196,228
2007-01-31,1st,72,H J RES 20,On Passage,Passed,Further Continuing Appropriations for FY 2007,286,140
2007-01-31,1st,73,H CON RES 5,On Motion to Suspend the Rules and Agree,Passed,Establishing “Hire A Veteran Week”.,411,0
2007-02-05,1st,74,H RES 94,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Supporting the goals and ideals of National Consumer Protection Week,398,0
2007-02-05,1st,75,H CON RES 35,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Supporting the goals and ideals of National Black HIV/AIDS Awareness Day,396,0
2007-02-06,1st,76,H R 161,On Motion to Suspend the Rules and Pass,Passed,Bainbridge Island Japanese American Monument Act,419,0
2007-02-06,1st,77,H R 386,On Motion to Suspend the Rules and Pass,Passed,Yakima-Tieton Irrigation District Conveyance Act,417,0
2007-02-07,1st,78,H R 365,On Motion to Suspend the Rules and Pass,Passed,Methamphetamine Remediation Research Act,426,2
2007-02-07,1st,79,H RES 120,On Motion to Suspend the Rules and Agree,Passed,Recognizing the African American spiritual as a national treasure,426,0
2007-02-07,1st,80,H R 482,On Motion to Suspend the Rules and Pass,Passed,American River Pump Station Project Transfer Act,425,0
2007-02-08,1st,81,H R 547,On Agreeing to the Amendment,Agreed to,,242,185
2007-02-08,1st,82,H R 547,On Agreeing to the Amendment,Agreed to,,424,0
2007-02-08,1st,83,H R 547,On Agreeing to the Amendment,Agreed to,,424,0
2007-02-08,1st,84,H R 547,On Agreeing to the Amendment,Agreed to,,226,201
2007-02-08,1st,85,H R 547,On Agreeing to the Amendment,Agreed to,,419,6
2007-02-08,1st,86,H R 547,On Agreeing to the Amendment,Agreed to,,422,3
2007-02-08,1st,87,H R 547,On Agreeing to the Amendment,Agreed to,,417,0
2007-02-08,1st,88,H R 547,On Agreeing to the Amendment,Agreed to,,354,58
2007-02-08,1st,89,H R 547,On Agreeing to the Amendment,Agreed to,,385,24
2007-02-08,1st,90,H R 547,On Agreeing to the Amendment,Agreed to,,385,23
2007-02-08,1st,91,H R 547,On Motion to Recommit with Instructions,Failed,Advanced Fuels Infrastructure Research and Development Act,200,207
2007-02-08,1st,92,H R 547,On Passage,Passed,Advanced Fuels Infrastructure Research and Development Act,400,3
2007-02-12,1st,93,H RES 134,On Motion to Suspend the Rules and Agree,Passed,Recognizing and honoring the employees of the Department of Homeland Security for their efforts and contributions to protect and secure the Nation,412,0
2007-02-12,1st,94,H CON RES 44,On Motion to Suspend the Rules and Agree,Passed,Honoring and praising the National Association for the Advancement of Colored People on the occasion of its 98th anniversary,410,0
2007-02-13,1st,95,H RES 122,On Motion to Suspend the Rules and Agree,Passed,"Recognizing the significance of the 65th anniversary of the signing of Executive Order 9066 by President Franklin D. Roosevelt and supporting the goals of the Japanese American, German American, and Italian American communities in a National Day of Remembrance",426,0
2007-02-13,1st,96,H RES 157,On Ordering the Previous Question,Passed,"Providing for consideration of the concurrent resolution (H. Con. Res 63) disapproving of the decision of the President announced on January 10, 2007, to deploy more than 20,000 additional United States combat troops to Iraq",227,197
2007-02-13,1st,97,H RES 157,On Agreeing to the Resolution,Passed,"Providing for consideration of the concurrent resolution (H. Con. Res 63) disapproving of the decision of the President announced on January 10, 2007, to deploy more than 20,000 additional United States combat troops to Iraq",232,192
2007-02-13,1st,98,H R 437,On Motion to Suspend the Rules and Pass,Passed,"Lino Perez, Jr. Post Office",421,0
2007-02-16,1st,99,H CON RES 63,On Agreeing to the Resolution,Passed,"Disapproving of the decision of the President announced on January 10, 2007, to deploy more than 20,000 additional United States combat troops to Iraq",246,182
2007-02-16,1st,100,H RES 161,On Ordering the Previous Question,Passed,Providing for motions to suspend the rules.,218,188
2007-02-16,1st,101,H RES 161,On Agreeing to the Resolution,Passed,Providing for motions to suspend the rules.,220,184
2007-02-16,1st,102,H R 976,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Small Business Tax Relief Act,360,45
2007-02-27,1st,103,H CON RES 47,On Motion to Suspend the Rules and Agree,Passed,Supporting the goals and ideals of a National Medal of Honor Day to celebrate and honor the recipients of the Medal of Honor,411,0
2007-02-27,1st,104,H R 755,On Motion to Suspend the Rules and Pass,Passed,Promoting Transparency in Financial Reporting Act,412,0
2007-02-27,1st,105,H R 884,On Motion to Suspend the Rules and Pass,Passed,Promoting Antiterrorism Cooperation through Technology and Science Act,396,16
2007-02-28,1st,106,H R 556,On Agreeing to the Amendment,Failed,,198,228
2007-02-28,1st,107,H R 556,On Agreeing to the Amendment,Failed,,197,231
2007-02-28,1st,108,H R 556,On Agreeing to the Amendment,Failed,,197,231
2007-02-28,1st,109,H R 556,On Motion to Recommit with Instructions,Failed,The National Security Foreign Investment Reform and Strengthened Transparency Act,193,229
2007-02-28,1st,110,H R 556,On Passage,Passed,The National Security Foreign Investment Reform and Strengthened Transparency Act,423,0
2007-02-28,1st,111,H CON RES 52,On Motion to Suspend the Rules and Agree,Passed,Observing American Heart Month,412,0
2007-03-01,1st,112,H RES 203,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 800, the Employee Free Choice Act",228,197
2007-03-01,1st,113,H RES 203,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 800, the Employee Free Choice Act",230,195
2007-03-01,1st,114,H R 800,On Agreeing to the Amendment,Failed,,164,264
2007-03-01,1st,115,H R 800,On Agreeing to the Amendment,Failed,,173,256
2007-03-01,1st,116,H R 800,On Agreeing to the Amendment,Failed,,173,256
2007-03-01,1st,117,H R 800,On Motion to Recommit with Instructions,Failed,The Employee Free Choice Act,202,225
2007-03-01,1st,118,H R 800,On Passage,Passed,The Employee Free Choice Act,241,185
2007-03-05,1st,119,H R 995,On Motion to Suspend the Rules and Pass,Passed,To amend Public Law 106-348 to extend the authorization for establishing a memorial in the District of Columbia to honor veterans who served in the Armed Forces,390,0
2007-03-05,1st,120,H R 497,On Motion to Suspend the Rules and Pass,Passed,The Brigadier General Francis Marion Memorial Act,390,0
2007-03-06,1st,121,H RES 98,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Honoring the life and achievements of the late Dr. John Garang de Mabior,410,1
2007-03-06,1st,122,H RES 149,On Motion to Suspend the Rules and Agree,Passed,Supporting the goals of International Women’s Day,403,0
2007-03-07,1st,123,H R 569,On Agreeing to the Amendment,Failed,,166,260
2007-03-07,1st,124,H R 569,On Motion to Recommit with Instructions,Passed,Water Quality Investment Act,425,0
2007-03-07,1st,125,H R 569,On Passage,Passed,Water Quality Investment Act,367,58
2007-03-07,1st,126,H R 710,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Charlie W. Norwood Living Organ Donation Act,422,0
2007-03-08,1st,127,H RES 219,On Ordering the Previous Question,Passed,Providing for consideration of the resolution (H. Res. 202) providing for the expenses of certain committees of the House of Representatives in the One Hundred Tenth Congress,228,195
2007-03-08,1st,128,H R 700,On Agreeing to the Amendment,Failed,,176,256
2007-03-08,1st,129,H R 700,On Motion to Recommit with Instructions,Passed,To amend the Federal Water Pollution Control Act to extend the pilot program for alternative water source projects.,427,0
2007-03-08,1st,130,H R 700,On Passage,Passed,To amend the Federal Water Pollution Control Act to extend the pilot program for alternative water source projects.,368,59
2007-03-08,1st,131,H RES 202,On Agreeing to the Resolution,Passed,Providing for the expenses of certain committees of the House of Representatives in the One Hundred Tenth Congress.,269,150
2007-03-09,1st,132,H RES 229,On Agreeing to the Resolution,Passed,"Providing for consideration of the bill (H.R. 720) to amend the Federal Water Pollution Control Act to authorize appropriations for State water pollution control revolving funds, and for other purposes",229,179
2007-03-09,1st,133,H R 720,On Agreeing to the Amendment,Failed,,140,280
2007-03-09,1st,134,H R 720,On Motion to Recommit with Instructions,Passed,Water Quality Financing Act of 2007,359,56
2007-03-09,1st,135,H R 720,On Passage,Passed,Water Quality Financing Act of 2007,303,108
2007-03-12,1st,136,H R 85,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Energy Technology Transfer Act,395,1
2007-03-12,1st,137,H RES 136,On Motion to Suspend the Rules and Agree,Passed,Commending the Girl Scouts of America on the occasion of their 95th anniversary,395,0
2007-03-12,1st,138,H RES 89,On Motion to Suspend the Rules and Agree,Passed,Dutch-American Friendship Day,391,0
2007-03-13,1st,139,H RES 64,"On Motion to Suspend the Rules and Agree, as Amended",Passed,The Government of Bangladesh should immediately drop all pending charges against Bangladeshi journalist Salah Uddin Shoaib Choudhury,409,1
2007-03-13,1st,140,H RES 228,On Motion to Suspend the Rules and Agree,Passed,Recognizing the 186th anniversary of the independence of Greece and celebrating Greek and American democracy,413,0
2007-03-13,1st,141,H RES 222,On Motion to Suspend the Rules and Agree,Passed,Expressing support for the Good Friday Agreement as a blueprint for a lasting peace in Northern Ireland,419,1
2007-03-14,1st,142,H R 1254,On Motion to Suspend the Rules and Pass,Passed,"To amend title 44, United States Code, to require information on contributors to Presidential library fundraising organizations",390,34
2007-03-14,1st,143,H R 1255,"On Motion to Suspend the Rules and Pass, as Amended",Passed,"To amend chapter 22 of title 44, USC, popularly known as the Presidential Records Act, to establish procedures for the consideration of claims of constitutionally based privilege against disclosure of Presidential records",333,93
2007-03-14,1st,144,H R 1309,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Freedom of Information Act Amendments,308,117
2007-03-14,1st,145,H RES 239,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 985, Whistleblower Protection Enhancement Act",224,197
2007-03-14,1st,146,H RES 239,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 985, Whistleblower Protection Enhancement Act",223,193
2007-03-14,1st,147,JOURNAL,On Approving the Journal,Passed,,265,157
2007-03-14,1st,148,ADJOURN,On Motion to Adjourn,Failed,,142,258
2007-03-14,1st,149,H R 985,On Agreeing to the Amendment,Agreed to,,250,178
2007-03-14,1st,150,H R 985,On Agreeing to the Amendment,Failed,,159,271
2007-03-14,1st,151,H R 985,On Agreeing to the Amendment,Agreed to,,252,173
2007-03-14,1st,152,H R 985,On Motion to Recommit with Instructions,Passed,Whistleblower Protection Enhancement Act,426,0
2007-03-14,1st,153,H R 985,On Passage,Passed,Whistleblower Protection Enhancement Act,331,94
2007-03-15,1st,154,H RES 242,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 1362, Accountability in Contracting Act",223,190
2007-03-15,1st,155,H R 1362,On Motion to Recommit with Instructions,Passed,Accountability in Contracting Act,309,114
2007-03-15,1st,156,H R 1362,On Passage,Passed,Accountability in Contracting Act,347,73
2007-03-19,1st,157,H RES 138,On Motion to Suspend the Rules and Agree,Passed,Recognizing the importance of Hot Springs National Park on its 175th anniversary,399,0
2007-03-19,1st,158,H R 658,On Motion to Suspend the Rules and Pass,Passed,Natural Resource Protection Cooperative Agreement Act,390,10
2007-03-19,1st,159,H R 839,On Motion to Suspend the Rules and Pass,Passed,Arthur V. Watkins Dam Enlargement Act,394,1
2007-03-20,1st,160,H RES 254,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 1227) to assist in the provision of affordable housing to low income families affected by Hurricane Katrina,228,190
2007-03-20,1st,161,H CON RES 42,"On Motion to Suspend the Rules and Agree, as Amended",Passed,"Honoring the heroic service and sacrifice of the 6,500 glider pilots of the United States Army Air Forces during World War II",421,0
2007-03-20,1st,162,H R 759,On Motion to Suspend the Rules and Pass,Passed,"Redesignate the Ellis Island Library on Ellis Island, NY as the “Bob Hope Memorial Library”.",420,1
2007-03-20,1st,163,JOURNAL,On Approving the Journal,Passed,,265,149
2007-03-20,1st,164,H R 1227,On Agreeing to the Amendment,Failed,,162,266
2007-03-20,1st,165,H R 1227,On Agreeing to the Amendment,Failed,,198,232
2007-03-20,1st,166,H R 1227,On Agreeing to the Amendment,Agreed to,,246,184
2007-03-21,1st,167,MOTION,Motion to Permit to Proceed in Order on This Day,Passed,,265,160
2007-03-21,1st,168,H R 1227,On Agreeing to the Amendment,Failed,,185,247
2007-03-21,1st,169,H R 1227,On Agreeing to the Amendment,Failed,,98,333
2007-03-21,1st,170,H R 1227,On Agreeing to the Amendment,Agreed to,,242,184
2007-03-21,1st,171,H R 1227,On Motion to Recommit with Instructions,Passed,Gulf Coast Hurricane Housing Recovery Act of 2007,249,176
2007-03-21,1st,172,H R 1227,On Passage,Passed,Gulf Coast Hurricane Housing Recovery Act of 2007,302,125
2007-03-21,1st,173,H R 835,On Motion to Suspend the Rules and Pass,Failed,Hawaiian Homeownership Opportunity Act,262,162
2007-03-21,1st,174,H R 327,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Joshua Omvig Veterans Suicide Prevention Act,423,0
2007-03-21,1st,175,H R 797,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Dr. James Allen Veteran Vision Equity Act,424,0
2007-03-21,1st,176,H R 1284,On Motion to Suspend the Rules and Pass,Passed,Veterans’ Compensation Cost of Living Adjustment Act,418,0
2007-03-21,1st,177,H R 1130,On Motion to Suspend the Rules and Pass,Passed,Judicial Disclosure Responsibility Act,415,0
2007-03-21,1st,178,H R 740,On Motion to Suspend the Rules and Pass,Passed,Promoting Harassment through Outbound Number Enforcement (PHONE) Act of 2007,413,1
2007-03-22,1st,179,H RES 260,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 1433, District of Columbia House Voting Rights Act",228,198
2007-03-22,1st,180,H RES 260,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 1433, District of Columbia House Voting Rights Act",226,195
2007-03-22,1st,181,H CON RES 66,On Motion to Suspend the Rules and Agree,Passed,Use of Rotunda for Holocaust Days of Remembrance Ceremony,424,0
2007-03-22,1st,182,H RES 261,On Agreeing to the Resolution,Passed,"Providing for consideration of the bill (H.R. 1591) making emergency supplemental appropriations for the fiscal year ending September 30, 2007, and for other purposes",225,201
2007-03-22,1st,183,H R 545,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Native American Methamphetamine Enforcement and Treatment Act of 2007,423,0
2007-03-22,1st,184,JOURNAL,On Approving the Journal,Passed,,256,160
2007-03-23,1st,185,JOURNAL,On Approving the Journal,Passed,,263,146
2007-03-23,1st,186,H R 1591,On Passage,Passed,"Making emergency supplemental appropriations for fiscal year ending September 30, 2007, and for other purposes",218,212
2007-03-26,1st,187,H R 802,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Maritime Pollution Prevention Act,359,48
2007-03-26,1st,188,H R 137,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Animal Fighting Prohibition Enforcement Act,368,39
2007-03-26,1st,189,H R 580,"On Motion to Suspend the Rules and Pass, as Amended",Passed,"To amend chapter 35 of title 28, United States Code, to provide for a 120 day limit to the term of a United States attorney appointed on an interim basis by the Attorney General, and for other purposes",329,78
2007-03-27,1st,190,H RES 270,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 1401, Rail and Public Transportation Security Act of 2007",222,199
2007-03-27,1st,191,H RES 270,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 1401, Rail and Public Transportation Security Act of 2007",223,199
2007-03-27,1st,192,H RES 269,On Agreeing to the Resolution,Passed,"Providing for consideration of H.R. 835, Hawaiian Homeownership Opportunity Act of 2007",234,188
2007-03-27,1st,193,H RES 266,On Motion to Suspend the Rules and Agree,Passed,Supporting the goals and ideals of Professional Social Work Month and World Social Work Day,417,2
2007-03-27,1st,194,H R 1401,On Agreeing to the Amendment,Agreed to,,224,199
2007-03-27,1st,195,H R 1401,On Agreeing to the Amendment,Agreed to,,237,188
2007-03-27,1st,196,H R 1401,On Agreeing to the Amendment,Failed,,130,299
2007-03-27,1st,197,H R 1401,On Agreeing to the Amendment,Failed,,98,332
2007-03-27,1st,198,H R 1401,On Agreeing to the Amendment,Agreed to,,222,197
2007-03-27,1st,199,H R 1401,On Agreeing to the Amendment,Agreed to,,234,184
2007-03-27,1st,200,H R 1401,On Motion to Recommit with Instructions,Passed,Rail and Public Transportation Security Act,304,121
2007-03-27,1st,201,H R 1401,On Passage,Passed,Rail and Public Transportation Security Act,299,124
2007-03-28,1st,202,H RES 275,On Ordering the Previous Question,Passed,"Providing for the consideration of H. Con. Res. 99, revising the congressional budget for the United States Government for fiscal year 2007",225,196
2007-03-28,1st,203,H RES 275,On Agreeing to the Resolution,Passed,"Providing for the consideration of H. Con. Res. 99, revising the congressional budget for the United States Government for fiscal year 2007",229,197
2007-03-28,1st,204,H RES 274,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 1538, the Wounded Warrior Assistance Act",243,179
2007-03-28,1st,205,H R 835,On Passage,Passed,Hawaiian Homeownership Opportunity Act,272,150
2007-03-28,1st,206,H R 1538,On Agreeing to the Amendment,Agreed to,,434,0
2007-03-28,1st,207,H R 1538,On Agreeing to the Amendment,Agreed to,,426,0
2007-03-28,1st,208,H R 1538,On Passage,Passed,Wounded Warrior Assistance Act of 2007,426,0
2007-03-29,1st,209,H CON RES 99,On Agreeing to the Amendment,Failed,,115,312
2007-03-29,1st,210,H CON RES 99,On Agreeing to the Amendment,Failed,,81,340
2007-03-29,1st,211,H CON RES 99,On Agreeing to the Amendment,Failed,,160,268
2007-03-29,1st,212,H CON RES 99,On Agreeing to the Resolution,Passed,Congressional Budget for the U.S. Government for Fiscal Year 2008,216,210
2007-03-29,1st,213,H CON RES 103,On Agreeing to the Resolution,Passed,Providing for a conditional adjournment of the two Houses,214,192
